CurrencyIsoCode,Name,OwnerId,ffpsai__AccountingReportingCode__c,ffpsai__Dimension2__c,ffpsai__OwnerCompany__c,pse__Action_Update_Current_Time_Period__c,pse__Actuals_Last_Update_Date__c,pse__Actuals_Last_Updated_By__c,pse__Backlog_Last_Update_Date__c,pse__Backlog_Last_Updated_By__c,pse__Billable_External_Hours__c,pse__Billable_Internal_Hours__c,pse__Billed__c,pse__Billings__c,pse__Bookings__c,pse__Credited_Non_Billable_Internal_Hours__c,pse__Current_Time_Period_End_Date__c,pse__Current_Time_Period__c,pse__Default_Work_Calendar__c,pse__Exclude_From_Utilization__c,pse__Excluded_Hours__c,pse__Expense_Budget__c,pse__Expense_Costs__c,pse__External_Costs__c,pse__Global_Practice__c,pse__Hierarchy_Depth__c,pse__Hist_Sch_Utilization_Billable_Hours__c,pse__Hist_Sch_Utilization_Credited_Hours__c,pse__Hist_Sch_Utilization_Excluded_Hours__c,pse__Hist_Sch_Utilization_Held_Hours__c,pse__Hist_Sch_Utilization_Non_Billable_Hrs__c,pse__Historical_Utilization_Billable_Hours__c,pse__Historical_Utilization_Calendar_Hours__c,pse__Historical_Utilization_Credited_Hours__c,pse__Historical_Utilization_Excluded_Hours__c,pse__Historical_Utilization_Non_Billable_Hrs__c,pse__Historical_Utilization_Target_Hours__c,pse__Historical_Utilization__c,pse__Inactive_Project_Backlog__c,pse__Include_In_Forecasting__c,pse__Internal_Budget__c,pse__Internal_Costs__c,pse__Invoiced__c,pse__Is_Inactive__c,pse__Non_Billable_External_Hours__c,pse__Non_Billable_Internal_Hours__c,pse__Other_Costs__c,pse__Parent_Practice__c,pse__Pass_Through_Billings__c,pse__Plan_Last_Update_Date__c,pse__Plan_Last_Updated_By__c,pse__Planned_Billings__c,pse__Planned_Bookings__c,pse__Planned_External_Costs__c,pse__Planned_Internal_Costs__c,pse__Planned_Revenue__c,pse__Planned_Utilization__c,pse__Practice_Head__c,pse__Practice_ID_Chain__c,pse__Practice_Name_Chain__c,pse__Pre_Billed__c,pse__Revenue__c,pse__Reversed_ID_Chain__c,pse__Scheduled_Backlog_Calculated_Date__c,pse__Scheduled_Backlog_End_Date__c,pse__Scheduled_Milestone__c,pse__Scheduled_Time__c,pse__Scheduled_Utilization_Billable_Hours__c,pse__Scheduled_Utilization_Calendar_Hours__c,pse__Scheduled_Utilization_Credited_Hours__c,pse__Scheduled_Utilization_Excluded_Hours__c,pse__Scheduled_Utilization_Held_Hours__c,pse__Scheduled_Utilization_Non_Billable_Hrs__c,pse__Scheduled_Utilization_Target_Hours__c,pse__Scheduled_Utilization__c,pse__Total_Time_Period_Hours__c,pse__Total_Utilization__c,pse__Unscheduled_Backlog__c,pse__Utilization_Calculation_Date__c,pse__Utilization_Elapsed_Hours__c,pse__Utilization_Last_Calculation_Date__c,pse__Utilization_Last_Update_Date__c,pse__Utilization_Last_Updated_By__c,pse__Utilization_Over_Full_Time_Period__c,pse__Utilization_Period_End_Date__c,pse__Utilization_Period_Start_Date__c,pse__Utilization_Target_Hours__c,pse__Utilization__c
USD,Cloud Data Protection,005aZ00000WzoqHQAR,,,,False,2026-01-30T17:59:22.000+0000,,2026-01-30T17:59:22.000+0000,,0,0,0,0,0,0,2050-12-31,,,False,0,0,0,0,aAuct000000FmZ0CAK,3,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,aAuct000000FmcDCAS,0,2026-01-30T17:59:22.000+0000,,0,0,0,0,0,0,,"aD0WC0000004lun0AA,aD0WC0000004UCP0A2,aD0WC0000004UAn0AM,aD0WC0000004U9B0AU",Cloud Data Protection->Defensive Security->Cyber->Global Practice,0,0,"aD0WC0000004U9B0AU,aD0WC0000004UAn0AM,aD0WC0000004UCP0A2,aD0WC0000004lun0AA",,,0,0,0,0,0,0,0,0,0,0,,0,0,,,,2026-01-30T17:59:22.000+0000,,,,,0,0
USD,Data Protection,005aZ00000WzoqHQAR,,,,False,2026-02-11T15:42:37.000+0000,,2026-01-30T17:59:35.000+0000,,0,0,0,0,4400,0,2050-12-31,,,False,0,0,0,0,aAuct000000FmZ0CAK,3,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,aAuct000000FmcDCAS,0,2026-01-30T17:59:35.000+0000,,0,0,0,0,0,0,,"aD0WC0000004lwP0AQ,aD0WC0000004UCP0A2,aD0WC0000004UAn0AM,aD0WC0000004U9B0AU",Data Protection->Defensive Security->Cyber->Global Practice,0,0,"aD0WC0000004U9B0AU,aD0WC0000004UAn0AM,aD0WC0000004UCP0A2,aD0WC0000004lwP0AQ",,,0,0,0,0,0,0,0,0,0,0,,0,0,,,,2026-01-30T17:59:35.000+0000,,,,,0,0
USD,Email Security,005aZ00000WzoqHQAR,,,,False,2026-01-30T17:59:47.000+0000,,2026-01-30T17:59:47.000+0000,,0,0,0,0,0,0,2050-12-31,,,False,0,0,0,0,aAuct000000FmZ0CAK,3,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,aAuct000000FmcDCAS,0,2026-01-30T17:59:47.000+0000,,0,0,0,0,0,0,,"aD0WC0000004ly10AA,aD0WC0000004UCP0A2,aD0WC0000004UAn0AM,aD0WC0000004U9B0AU",Email Security->Defensive Security->Cyber->Global Practice,0,0,"aD0WC0000004U9B0AU,aD0WC0000004UAn0AM,aD0WC0000004UCP0A2,aD0WC0000004ly10AA",,,0,0,0,0,0,0,0,0,0,0,,0,0,,,,2026-01-30T17:59:47.000+0000,,,,,0,0
USD,File Integrity Monitoring,005aZ00000WzoqHQAR,,,,False,2026-03-09T13:56:50.000+0000,,2026-01-30T18:00:01.000+0000,,0,0,0,21800,52600,0,2050-12-31,,,False,0,0,0,0,aAuct000000FmZ0CAK,3,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,aAuct000000FmcDCAS,0,2026-01-30T18:00:01.000+0000,,0,0,0,0,0,0,,"aD0WC0000004lzd0AA,aD0WC0000004UCP0A2,aD0WC0000004UAn0AM,aD0WC0000004U9B0AU",File Integrity Monitoring->Defensive Security->Cyber->Global Practice,0,0,"aD0WC0000004U9B0AU,aD0WC0000004UAn0AM,aD0WC0000004UCP0A2,aD0WC0000004lzd0AA",,,0,0,0,0,0,0,0,0,0,0,,0,0,,,,2026-01-30T18:00:01.000+0000,,,,,0,0
USD,Human Risk Management,005aZ00000WzoqHQAR,,,,False,2026-01-30T18:00:24.000+0000,,2026-01-30T18:00:24.000+0000,,0,0,0,0,0,0,2050-12-31,,,False,0,0,0,0,aAuct000000FmZ0CAK,3,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,aAuct000000FmcDCAS,0,2026-01-30T18:00:24.000+0000,,0,0,0,0,0,0,,"aD0WC0000004m2r0AA,aD0WC0000004UCP0A2,aD0WC0000004UAn0AM,aD0WC0000004U9B0AU",Human Risk Management->Defensive Security->Cyber->Global Practice,0,0,"aD0WC0000004U9B0AU,aD0WC0000004UAn0AM,aD0WC0000004UCP0A2,aD0WC0000004m2r0AA",,,0,0,0,0,0,0,0,0,0,0,,0,0,,,,2026-01-30T18:00:24.000+0000,,,,,0,0
USD,Vulnerability Management,005aZ00000WzoqHQAR,,,,False,2026-01-30T18:00:36.000+0000,,2026-01-30T18:00:36.000+0000,,0,0,0,0,0,0,2050-12-31,,,False,0,0,0,0,aAuct000000FmZ0CAK,3,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,aAuct000000FmcDCAS,0,2026-01-30T18:00:36.000+0000,,0,0,0,0,0,0,,"aD0WC0000004m4T0AQ,aD0WC0000004UCP0A2,aD0WC0000004UAn0AM,aD0WC0000004U9B0AU",Vulnerability Management->Defensive Security->Cyber->Global Practice,0,0,"aD0WC0000004U9B0AU,aD0WC0000004UAn0AM,aD0WC0000004UCP0A2,aD0WC0000004m4T0AQ",,,0,0,0,0,0,0,0,0,0,0,,0,0,,,,2026-01-30T18:00:36.000+0000,,,,,0,0
USD,Globalscape,005aZ00000WzoqHQAR,,,,False,2026-03-04T22:55:09.000+0000,,2026-01-30T18:02:12.000+0000,,0,0,0,0,4800,0,2050-12-31,,,False,0,0,0,0,aAuct000000FmZ0CAK,3,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,aAuct000000FmcFCAS,0,2026-01-30T18:02:12.000+0000,,0,0,0,0,0,0,,"aD0WC0000004m650AA,aD0WC0000004UKT0A2,aD0WC0000004UIr0AM,aD0WC0000004U9B0AU",Globalscape->Managed File Transfer->Tech->Global Practice,0,0,"aD0WC0000004U9B0AU,aD0WC0000004UIr0AM,aD0WC0000004UKT0A2,aD0WC0000004m650AA",,,0,0,0,0,0,0,0,0,0,0,,0,0,,,,2026-01-30T18:02:12.000+0000,,,,,0,0
USD,GoAnywhere,005aZ00000WzoqHQAR,,,,False,2026-02-26T18:37:59.000+0000,,2026-01-30T18:02:44.000+0000,,0,0,0,115000,92300,0,2050-12-31,,,False,0,0,0,0,aAuct000000FmZ0CAK,3,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,aAuct000000FmcFCAS,0,2026-01-30T18:02:44.000+0000,,0,0,0,0,0,0,,"aD0WC0000004m7h0AA,aD0WC0000004UKT0A2,aD0WC0000004UIr0AM,aD0WC0000004U9B0AU",GoAnywhere->Managed File Transfer->Tech->Global Practice,0,0,"aD0WC0000004U9B0AU,aD0WC0000004UIr0AM,aD0WC0000004UKT0A2,aD0WC0000004m7h0AA",,,0,0,0,0,0,0,0,0,0,0,,0,0,,,,2026-01-30T18:02:44.000+0000,,,,,0,0
USD,Business Intelligence,005aZ00000WzoqHQAR,,,,False,2026-01-30T18:03:04.000+0000,,2026-01-30T18:03:04.000+0000,,0,0,0,0,0,0,2050-12-31,,,False,0,0,0,0,aAuct000000FmZ0CAK,3,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,aAuct000000FmcGCAS,0,2026-01-30T18:03:04.000+0000,,0,0,0,0,0,0,,"aD0WC0000004m9J0AQ,aD0WC0000004UM50AM,aD0WC0000004UIr0AM,aD0WC0000004U9B0AU",Business Intelligence->Power->Tech->Global Practice,0,0,"aD0WC0000004U9B0AU,aD0WC0000004UIr0AM,aD0WC0000004UM50AM,aD0WC0000004m9J0AQ",,,0,0,0,0,0,0,0,0,0,0,,0,0,,,,2026-01-30T18:03:04.000+0000,,,,,0,0
USD,Cybersecurity,005aZ00000WzoqHQAR,,,,False,2026-01-30T18:03:22.000+0000,,2026-01-30T18:03:22.000+0000,,0,0,0,0,0,0,2050-12-31,,,False,0,0,0,0,aAuct000000FmZ0CAK,3,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,aAuct000000FmcGCAS,0,2026-01-30T18:03:22.000+0000,,0,0,0,0,0,0,,"aD0WC0000004mAv0AI,aD0WC0000004UM50AM,aD0WC0000004UIr0AM,aD0WC0000004U9B0AU",Cybersecurity->Power->Tech->Global Practice,0,0,"aD0WC0000004U9B0AU,aD0WC0000004UIr0AM,aD0WC0000004UM50AM,aD0WC0000004mAv0AI",,,0,0,0,0,0,0,0,0,0,0,,0,0,,,,2026-01-30T18:03:22.000+0000,,,,,0,0
